,Product ID,Period,Value of pay,Segment of payment,Client's gender,Client's age
912,6,40,1,101799,M,58
913,2,42,1,101799,M,69
914,4,70,1,101799,M,75
915,4,99,-1,101799,F,28
916,1,54,1,101799,M,24
917,4,99,-1,101799,M,66
918,4,40,1,101799,F,24
919,1,38,1,101799,M,35
920,4,49,1,102199,F,48
921,2,42,1,101799,F,36
922,6,44,1,101799,M,86
923,4,16,6250,102199,M,26
924,4,52,1,101799,M,49
925,6,42,1,101799,M,72
926,4,38,1,102099,F,76
927,4,13,4,102099,M,72
928,4,55,1,102199,F,62
929,6,54,1,102199,F,71
930,4,18,1,102099,M,81
931,6,13,2,102199,F,29
932,2,40,1,101799,M,71
933,2,42,1,101799,M,71
934,1,40,1,101799,F,70
935,2,42,1,101799,M,45
936,2,52,1,101799,M,81
937,4,40,1,101799,M,59
938,4,52,1,101799,F,57
939,2,52,1,101799,F,35
940,4,42,1,101999,M,48
941,4,18,1,101799,F,37
942,4,99,-1,101799,M,84
943,4,13,5,101799,M,70
944,4,99,-2,101799,F,78
945,4,16,1,102299,F,72
946,4,13,1,101799,M,32
947,4,49,3,101799,M,80
948,4,54,1,102199,F,69
949,1,70,1,101799,F,53
950,4,44,1,102299,M,61
951,2,52,1,101799,F,47
952,2,40,1,101799,M,61
953,4,44,2,102099,F,28
954,2,13,1,101799,M,85
955,2,70,1,101799,F,60
956,2,38,1,101799,F,43
957,4,54,1,102099,F,86
958,6,40,1,102199,M,45
959,4,18,1,101799,M,24
960,1,38,1,101799,F,35
961,4,49,1,102199,M,73
962,6,55,1,101799,M,61
963,2,40,1,101799,M,86
964,1,13,1,101799,M,56
965,2,42,6600,101799,M,29
966,4,38,1,101799,F,28
967,2,40,1,102199,F,56
968,2,13,1,101799,F,75
969,4,99,-1,102199,F,74
970,4,52,1,102199,M,85
971,6,42,1,102199,F,26
972,4,44,1,101799,M,25
973,1,13,2,101799,F,47
974,6,54,1,101799,F,86
975,4,42,1,101899,M,46
976,1,42,1,101799,F,52
977,4,54,1,102099,F,77
978,2,42,1,101799,F,39
979,4,13,1,102299,M,62
980,6,44,1,101799,M,51
981,4,99,-1,102099,F,23
982,2,18,3125,101799,M,84
983,4,16,1,102099,F,65
984,4,99,-1,101799,F,65
985,4,40,1,102099,M,64
986,4,99,-1,101799,M,38
987,4,99,-1,101799,M,45
988,4,55,1,101799,F,74
989,6,13,1,101799,M,52
990,4,38,1,101799,M,58
991,4,44,1,101799,M,62
992,2,44,1,101799,M,31
993,4,99,-2,102199,F,60
994,4,18,1,102199,M,30
995,2,40,24,101799,F,69
996,4,52,1,101799,F,75
997,4,44,2,102099,M,23
998,4,70,5,102099,M,41
999,4,99,-2,102099,F,33
1000,4,44,1,101799,M,27
1001,2,38,1,101799,F,66
1002,4,44,1,102199,F,26
1003,4,99,-1,101799,M,45
1004,4,99,-2,101799,F,36
1005,4,99,-1,101799,M,66
1006,4,54,2,101799,F,81
1007,2,38,1,101799,F,37
1008,1,52,1,101799,M,49
1009,4,99,-6,102299,F,30
1010,4,99,-1,101799,M,55
1011,1,40,1,101799,M,24
1012,4,99,-1,101799,M,45
1013,2,40,1,101799,F,39
1014,4,16,1,101799,F,82
1015,6,70,1,101799,M,30
1016,4,55,3,102099,F,77
1017,6,55,1,101799,M,80
1018,4,13,2,102099,M,72
1019,4,40,1,101799,F,67
1020,4,99,-1,102099,M,25
1021,4,99,-2,101799,M,39
1022,6,52,1,101799,M,86
1023,2,38,1,101799,F,25
1024,1,40,"1348,75",101799,M,50
1025,4,44,1,102299,F,83
1026,4,52,1,101799,M,39
1027,2,40,1,101799,M,32
1028,4,99,-1,101799,F,69
1029,4,99,-1,101899,F,65
1030,4,54,1,101799,F,57
1031,2,40,1225,101799,M,69
1032,2,42,4,101799,F,77
1033,4,44,1,102099,M,85
1034,4,44,1,102099,M,25
1035,4,40,1,101799,M,39
1036,4,13,4,101799,M,73
1037,1,42,1,102199,M,23
1038,4,18,1,102199,M,38
1039,1,52,1,101799,M,59
1040,2,38,1,101799,F,49
1041,4,16,1,101799,M,45
1042,4,99,-1,101799,F,39
1043,4,40,2,102099,M,37
1044,4,40,1,101799,M,63
1045,4,44,1,101799,M,23
1046,4,13,1,102099,M,76
1047,2,70,"2072,29",101799,M,59
1048,4,99,-1,102199,M,66
1049,4,52,3,101799,M,74
1050,4,99,-1,101799,F,39
1051,4,99,-1,102099,F,28
1052,6,55,1,101799,M,80
1053,4,16,1,102199,F,45
1054,4,99,-1,101799,M,27
1055,1,52,1,101799,F,37
1056,4,44,1,101799,F,71
1057,4,44,"-9505,44",102299,M,64
1058,4,55,1,101799,M,62
1059,4,44,1,101799,F,37
1060,4,54,1,102099,M,80
1061,4,99,-2,102099,F,39
1062,4,99,-2,102099,M,36
1063,4,54,1,102099,F,60
1064,4,99,-1,101799,F,68
1065,4,38,1,101799,F,44
1066,1,44,"-674,38",101799,F,76
1067,4,70,1,101799,M,43
1068,4,55,1,101799,M,41
1069,2,44,1,102199,F,74
1070,4,13,1,101799,F,47
1071,2,13,1,102199,M,28
1072,4,99,-1,101799,F,28
1073,6,13,1,101799,M,79
1074,6,52,2,101799,F,80
1075,4,42,1,102299,M,64
1076,4,54,1,101799,M,82
1077,4,99,-1,101799,M,24
1078,4,99,-1,102199,F,51
1079,4,55,1,102099,F,40
1080,4,44,1,101799,M,48
1081,4,44,1,102199,M,43
1082,1,42,1,101799,F,33
1083,6,70,1,102299,M,35
1084,4,99,-2,102299,M,53
1085,4,44,2,101799,F,36
1086,4,13,2,101799,F,63
1087,4,42,4,102299,M,40
1088,4,40,1,101799,F,49
1089,6,44,1,102199,F,56
1090,4,99,-2,101799,F,71
1091,4,42,1,102099,M,28
1092,2,52,1,101799,M,81
1093,4,44,2000,101799,M,46
1094,4,40,1,102199,M,46
1095,4,42,1,101799,F,46
1096,1,55,1,101799,F,54
1097,2,13,1,101799,M,42
1098,4,55,1,101799,F,27
1099,2,16,"1348,75",101799,F,66
1100,1,40,1,102299,M,29
1101,4,44,1,101799,F,39
1102,6,40,1,102199,F,71
1103,4,99,-1,102199,M,47
1104,4,99,-1,101799,F,24
1105,4,52,1,101799,M,55
1106,4,44,1,102199,F,46
1107,1,42,1,101799,M,46
1108,4,18,3,102199,M,24
1109,4,99,-1,102299,M,27
1110,4,40,3,102099,F,70
1111,6,42,1,102099,F,61
1112,1,42,1,101799,F,25
1113,4,52,1,101799,F,23
1114,4,54,3,101799,M,72
1115,4,52,1,101799,F,58
1116,2,70,2,102099,M,40
1117,4,99,-1,101799,M,33
1118,4,99,-75,102299,F,73
1119,4,55,1,101799,F,29
1120,4,42,1,102099,F,58
1121,4,40,1,102099,M,24
1122,1,42,1,102199,F,25
1123,4,52,2,101799,M,57
1124,4,40,1,101799,M,81
1125,4,99,1,101699,F,33
1126,4,13,1,102199,M,53
1127,4,52,"6881,66",102199,F,64
1128,4,99,-1,101799,F,51
1129,4,99,-1,101799,M,83
1130,4,13,1,102199,M,55
1131,1,52,1,101799,F,69
1132,4,99,-2,102299,M,76
1133,4,40,1,101799,F,75
1134,4,18,1,101799,F,74
1135,2,52,1,101799,F,39
1136,4,40,1,102099,F,82
1137,2,13,3,102199,F,26
1138,2,44,1,102199,M,42
1139,1,38,1,101799,F,53
1140,2,54,1,101799,M,70
1141,4,13,2,101699,M,83
1142,1,13,1,101799,F,30
1143,4,16,1,102099,M,86
1144,4,54,1,102299,M,54
1145,4,16,1,101799,F,27
1146,4,52,1,101799,F,52
1147,6,54,1,101799,M,84
1148,4,99,-7,102299,M,80
1149,4,18,3,102299,F,47
1150,1,16,1,101799,M,63
1151,4,70,1,101799,F,47
1152,4,99,-2,102099,M,78
1153,2,54,1,101799,M,41
1154,4,18,1,101799,F,60
1155,1,42,1,101799,F,36
1156,4,44,1,101799,F,39
1157,6,38,1,101799,F,65
1158,1,16,1,102199,F,68
1159,4,40,1,101799,F,29
1160,1,40,1,101799,F,51
1161,2,42,1,101799,F,64
1162,1,16,1,101799,F,74
1163,4,18,6,102099,F,68
1164,2,16,1,102199,M,38
1165,4,99,-1,102099,F,40
1166,2,70,1,101799,M,61
1167,4,99,-1,101799,M,52
1168,4,52,"8424,16",101799,M,63
1169,4,99,-1,102299,M,79
1170,4,44,1,101799,F,45
1171,4,99,-1,101999,M,47
1172,4,40,2,102199,F,77
1173,2,38,1,101799,M,44
1174,4,40,1,102199,F,73
1175,4,13,21,102099,M,68
1176,4,44,1,102099,M,45
1177,1,16,1,101799,F,39
1178,4,52,1,102199,M,77
1179,2,13,1,101799,M,30
1180,4,55,1,101799,M,40
1181,4,55,2,101799,F,71
1182,4,67,1,101799,M,83
1183,4,44,1,101799,M,77
1184,4,42,1,102199,M,82
1185,4,99,-2,101799,F,37
1186,1,44,1,101799,F,75
1187,2,42,1,101799,F,36
1188,4,49,2,102199,F,83
1189,2,38,1,101799,M,32
1190,1,55,1,101799,M,33
1191,1,38,1,101799,M,74
1192,1,54,1,101799,F,52
1193,4,55,2,101799,M,69
1194,4,16,1,102099,F,83
1195,4,44,3,101799,M,82
1196,2,55,1,101799,F,45
1197,2,52,1,101799,F,76
1198,1,52,"-674,38",101799,M,32
1199,2,54,1,101799,M,71
1200,2,18,1,101799,M,36
1201,2,18,1,101799,M,48
1202,4,99,-11,102299,F,57
1203,4,55,1,101699,F,58
1204,4,44,1,101799,M,33
1205,4,99,-2,102099,F,44
1206,4,99,-1,102199,M,35
1207,4,44,1,101799,M,66
1208,6,40,1,102199,M,79
1209,4,54,1,102099,M,84
1210,4,40,1,101799,F,66
1211,6,16,1,101799,F,34
1212,4,42,1,102299,M,74
1213,2,42,1,101799,F,24
1214,1,38,1,101799,M,44
1215,6,16,1,101799,F,28
1216,6,55,1,101799,M,64
1217,4,55,1,101799,F,63
1218,1,40,1,101799,F,70
1219,4,99,-1,101799,M,23
1220,4,99,-6,102299,M,54
1221,4,16,1,101799,F,42
1222,6,44,1,101799,M,36
1223,4,52,1,101799,F,72
1224,4,99,-1,102199,M,62
1225,2,54,1,101799,F,83
1226,4,18,1,101799,F,69
1227,4,55,1,101799,F,79
1228,4,16,2,101799,M,75
1229,6,54,1,101799,F,45
1230,1,38,1,101799,M,50
1231,4,18,1,101799,M,83
1232,1,42,1,101799,F,57
1233,4,38,1,101799,F,26
1234,4,99,-1,101799,M,35
1235,2,44,1,101799,M,49
1236,4,99,-4,101799,M,28
1237,4,52,1,101799,M,70
1238,2,13,1,101799,M,53
1239,4,38,34,101799,F,29
1240,6,40,1,101799,F,86
1241,4,42,1,102199,F,33
1242,1,55,1,101799,M,85
1243,4,99,-36,102099,F,37
1244,4,70,1,102199,F,39
1245,4,54,1,101799,M,58
1246,4,99,-2,101799,F,69
1247,2,18,1,101799,F,86
1248,2,42,"1348,75",101799,F,52
1249,2,52,1,101799,M,59
1250,2,52,1,101799,M,31
1251,4,44,7,102299,M,81
1252,4,44,1,101899,F,85
1253,2,55,1,101799,M,23
1254,4,13,1,101799,F,62
1255,6,54,1,101799,F,42
1256,4,99,-2,102099,F,80
1257,4,18,1,102199,F,32
1258,4,99,-3,102099,F,49
1259,1,54,1,101799,M,84
1260,4,99,-1,101799,M,81
1261,2,18,1,101799,F,50
1262,4,54,5,101799,M,67
1263,4,99,-2,102099,F,30
1264,4,52,3,101799,F,75
1265,4,99,-1,101799,M,77
1266,4,99,-1,101799,F,84
1267,6,42,2000,101799,M,62
1268,4,99,-1,101799,M,65
1269,4,67,1,101799,F,63
1270,6,16,1,101799,F,85
1271,4,70,1,102099,F,79
1272,4,18,1,101799,F,56
1273,4,44,1,101799,M,39
1274,4,44,1,102299,F,64
1275,4,99,-1,101799,F,35
1276,6,42,1,101799,M,79
1277,6,38,1,101799,F,76
1278,2,70,1,101799,M,73
1279,4,13,1,101799,M,56
1280,4,52,1,101799,F,57
1281,4,38,1,101799,F,24
1282,4,44,1,102099,F,83
1283,4,99,-1,101799,F,37
1284,4,42,1,102099,M,33
1285,4,40,3,102099,F,77
1286,4,54,1,102199,F,69
1287,4,99,"-245,03",101899,F,84
1288,6,44,1,101799,M,23
1289,2,38,1,101799,F,80
1290,1,52,1,101799,F,28
1291,4,99,-1,101799,M,79
1292,6,54,4,101799,F,76
1293,4,42,1,101799,M,27
1294,4,16,1,101799,F,48
1295,2,42,"4287,5",101799,M,35
1296,4,99,-1,101799,F,34
1297,1,13,1,101799,M,25
1298,4,99,-1,101799,F,42
1299,4,52,2,101799,M,47
1300,1,40,1,101799,M,36
1301,4,67,1,101799,F,61
1302,1,42,1,101799,F,34
1303,2,54,1,101799,F,39
1304,4,40,1,101799,M,86
1305,6,55,1,101799,F,38
1306,4,54,1,101799,M,78
1307,4,16,1,102099,M,54
1308,4,99,-1,101799,M,61
1309,4,18,1,101799,M,54
1310,1,54,1,101799,M,53
1311,4,52,"3642,58",102299,M,60
1312,4,99,-1,102099,M,84
1313,4,42,1,102099,F,28
1314,4,42,1,101799,F,76
1315,4,70,3,102099,F,35
1316,4,42,2,102299,F,52
1317,2,55,1,102199,M,36
1318,4,44,1,102099,M,64
1319,4,55,1,102299,M,56
1320,4,18,1,102099,F,79
1321,4,16,1,102199,F,39
1322,4,99,-1,102199,M,34
1323,4,70,1,101799,F,65
1324,4,52,2,101799,F,72
1325,2,40,2500,101799,F,69
1326,2,38,1,101799,M,35
1327,4,99,-2,102099,F,86
1328,1,70,1,101799,M,30
1329,2,16,1,101799,M,74
1330,4,99,-1,102199,M,33
1331,4,99,-1,101799,M,65
1332,4,99,-1,102099,F,63
1333,6,16,1,101799,F,63
1334,2,44,1,101799,M,30
1335,4,55,1,101799,F,34
1336,4,52,1,101799,F,37
1337,4,99,-1,101799,F,52
1338,4,67,1,101799,M,60
1339,4,13,1,101799,M,74
1340,4,52,1,101799,M,65
1341,4,99,-1,101799,M,81
1342,4,99,-15,101899,F,46
1343,6,16,1,101799,M,38
1344,6,54,1,101799,M,76
1345,4,99,-1,101799,F,57
1346,4,38,1,101799,F,49
1347,4,38,1,102099,F,59
1348,4,13,1,101699,M,61
1349,4,54,1,101799,F,60
1350,4,16,4,102099,F,70
1351,4,99,-1,101799,F,53
1352,4,99,-2,102099,F,68
1353,6,77,1,102099,F,29
1354,6,67,1,101799,M,84
1355,4,55,1,101799,M,45
1356,4,99,-1,101699,M,70
1357,6,70,1,101799,F,40
1358,1,52,1,101799,M,51
1359,1,38,1,101799,M,37
1360,4,99,-1,101799,F,67
1361,4,18,1,102099,F,79
1362,4,40,1,102199,F,71
1363,4,99,-1,101799,F,74
1364,4,40,1,101799,M,78
1365,4,99,-2,101799,F,43
1366,4,42,5,102099,F,46
1367,6,16,1,102199,M,34
1368,1,54,1,101799,F,76
1369,1,54,1,101799,F,75
1370,4,99,-2,101799,F,40
1371,4,13,4,101799,M,86
1372,4,55,1,102199,F,58
1373,4,70,2,102099,M,39
1374,4,99,-1,101799,F,70
1375,4,42,1,101799,M,34
1376,4,99,-1,101799,M,76
1377,1,18,1,101799,M,31
1378,4,55,1,101799,F,36
1379,4,52,1,101799,F,33
1380,6,67,1,101799,F,54
1381,4,40,1,102199,M,29
1382,4,44,2,101799,F,86
1383,4,99,-1,101799,F,86
1384,1,42,1,101799,F,74
1385,4,54,2,102099,M,52
1386,4,99,-1,102199,M,28
1387,4,52,10,102199,M,67
1388,2,52,1,101799,M,61
1389,2,55,1,101799,F,30
1390,1,40,1,101799,M,61
1391,1,40,1,101799,M,74
1392,4,42,1,102299,F,43
1393,1,70,1,101799,M,78
1394,4,13,3,102099,F,70
1395,1,42,2500,102199,M,66
1396,6,40,1,101799,F,56
1397,4,42,1,102199,M,29
1398,4,44,1,101799,M,84
1399,4,38,1,101799,F,49
1400,4,38,1,101799,F,24
1401,4,99,-1,101799,M,36
1402,1,18,1,101799,M,24
1403,4,40,1,101799,M,40
1404,1,52,1,101799,M,63
1405,4,52,1,102099,M,86
1406,6,42,1,101799,F,46
1407,1,40,1,101799,M,68
1408,4,38,1,101799,F,43
1409,2,52,1,101799,M,73
1410,1,40,1,101799,F,42
1411,4,40,1,101799,M,60
1412,4,44,1,101799,F,69
1413,4,99,-3,102099,F,36
1414,2,70,1,101799,F,51
1415,1,42,1,101799,F,42
1416,4,99,-1,101799,M,76
1417,1,18,1,101799,M,68
1418,4,99,-2,101799,M,56
1419,4,99,-1,102099,M,64
1420,4,55,"2442,57",102299,F,43
1421,4,99,-1,101799,M,78
1422,6,44,3,101799,M,69
1423,1,55,1,101799,F,48
1424,4,99,-1,101799,F,74
1425,4,16,1,101799,M,35
1426,4,42,1,102199,M,32
1427,4,99,-1,101799,M,48
1428,1,16,1,101799,F,43
1429,4,77,1,101799,F,77
1430,4,42,1,101799,M,74
1431,4,42,2,102099,M,26
1432,4,67,1,102099,M,49
1433,4,40,2,101799,F,79
1434,4,18,2,102099,F,37
1435,4,42,1,102099,F,42
1436,4,99,-1,101799,M,73
1437,4,42,1,102099,F,47
1438,4,42,1,102299,F,60
1439,4,70,1,102199,M,31
1440,4,99,-2,101799,F,28
1441,2,18,1,101799,F,50
1442,1,38,1,101799,M,23
1443,4,42,1,101799,F,52
1444,2,52,1,101799,F,63
1445,2,52,1,101799,M,78
1446,4,13,1,102199,M,64
1447,4,18,1,101799,M,39
1448,4,40,1,101799,F,72
1449,1,13,1,101799,M,56
1450,4,70,1,101799,M,26
1451,2,38,1,101799,F,71
1452,2,16,1,101799,M,33
1453,4,99,-1,101799,F,26
1454,2,38,1,101799,F,85
1455,4,99,-1,102299,F,54
1456,4,55,1,101799,F,33
1457,4,99,-1,102099,F,83
1458,4,99,-1,102199,F,86
1459,2,42,2,101799,M,27
1460,4,42,1,102299,F,71
1461,4,55,1,101999,F,23
1462,4,54,1,101799,M,23
1463,4,44,1,102299,F,79
1464,4,52,1,101799,M,26
1465,1,54,1,101799,M,64
1466,1,13,1,101799,F,80
1467,2,70,1,101799,F,80
1468,4,44,1,102199,M,51
1469,1,52,1,101799,F,62
1470,6,55,1,101799,M,51
1471,4,44,1,102199,M,63
1472,4,99,-1,101799,M,39
1473,2,55,1,101799,F,86
1474,1,54,1,101799,F,44
1475,1,54,1,101799,M,63
1476,1,42,1,101799,F,71
1477,2,38,1,101799,M,44
1478,4,99,-1,101799,M,74
1479,4,99,-5,102199,M,61
1480,4,13,1,102199,M,72
1481,1,38,1,101799,M,74
1482,4,40,1,102199,M,74
1483,1,54,1,101799,M,50
1484,4,67,1,102199,F,26
1485,1,40,1,101799,M,44
1486,4,40,1,102199,F,58
1487,6,40,1,101799,F,66
1488,4,52,1,101799,F,69
1489,6,52,"621,22",101799,M,36
1490,4,18,2,101799,M,69
1491,4,99,-1,102099,M,81
1492,4,40,1,102299,F,36
1493,4,55,1,101799,F,42
1494,4,42,1,101799,F,77
1495,1,16,1,101799,M,73
1496,4,42,1,101799,M,59
1497,4,99,-1,101799,M,80
1498,4,44,1,102099,F,45
1499,4,42,1,101799,F,37
1500,6,70,1,102199,M,37
1501,1,13,8,101799,F,37
1502,4,99,-4,102099,M,62
1503,6,16,1,102199,F,24
1504,1,42,1,101799,M,28
1505,4,38,2,102199,M,73
1506,4,54,1,101799,M,44
1507,2,40,1,102199,M,73
1508,4,55,1,102099,M,73
1509,4,99,-3,101799,M,84
1510,4,54,1,101799,M,33
1511,4,55,1,102099,M,38
1512,4,40,1,101799,M,32
1513,6,13,1,101799,M,54
1514,4,99,-1,101799,M,83
1515,4,99,-1,101799,M,38
1516,4,54,1,102099,F,31
1517,4,52,2,101799,M,63
1518,1,16,1,101799,F,26
1519,4,99,-7,101699,M,43
1520,4,99,2,101699,M,63
1521,1,18,1,101799,F,60
1522,4,54,3,102099,M,49
1523,4,99,-12,101799,M,68
1524,1,52,1,101799,M,26
1525,4,99,-1,102299,M,80
1526,4,99,-1,101799,F,38
1527,4,99,-1,102299,M,44
1528,2,42,1,101799,M,38
1529,6,70,1,101799,M,69
1530,6,54,1,101799,F,38
1531,4,54,1,101799,F,40
1532,4,99,-1,101799,F,77
1533,4,67,3,102299,F,33
1534,4,42,1,102099,F,44
1535,4,38,1,101799,F,83
1536,4,42,1,101799,M,38
1537,4,52,1,101799,F,61
1538,2,18,1,101799,F,81
1539,1,42,1,101799,M,28
1540,2,40,"-674,38",101799,F,72
1541,6,40,1,101799,F,66
1542,2,52,1,101799,F,30
1543,4,54,1,101799,F,46
1544,2,40,1000,101799,F,23
1545,4,55,1,102099,F,58
1546,4,52,1,101799,M,72
1547,4,42,"-5328,75",101799,M,45
1548,4,16,2,101799,F,70
1549,4,40,1,101799,F,54
1550,2,54,1,101799,M,50
1551,4,16,1,102099,M,43
1552,4,13,1,101799,M,82
1553,2,52,1,101799,F,57
1554,4,55,1,102099,F,63
1555,4,99,-1,101799,M,71
1556,4,52,1,101799,M,74
1557,6,13,1,101799,F,30
1558,4,38,1,102299,M,60
1559,1,18,1,101799,M,76
1560,4,38,1,102099,M,55
1561,4,55,1,102299,F,26
1562,4,99,-1,102199,M,65
1563,4,40,1,102199,F,44
1564,6,44,1,101799,F,60
1565,4,67,1,102099,M,85
1566,4,52,1,102199,M,75
1567,6,44,1,102199,M,51
1568,2,70,1,101799,F,48
1569,4,42,1,101799,F,40
1570,4,99,-2,102099,M,39
1571,6,54,1,101799,F,29
1572,4,52,1,101799,M,46
1573,1,16,1,101799,M,50
1574,4,40,2,102199,M,42
1575,4,99,-1,102199,F,53
1576,4,99,-1,102099,M,81
1577,4,16,1,101799,M,80
1578,2,38,1,102199,M,45
1579,4,13,1,101799,F,55
1580,4,99,-1,101799,M,23
1581,1,42,1,101799,F,61
1582,4,13,1,101799,F,49
1583,4,40,1,102199,F,75
1584,4,54,2,101799,F,47
1585,4,18,1,102199,M,79
1586,4,13,8,102299,F,52
1587,4,42,2,101799,M,35
1588,4,54,2,102199,M,63
1589,4,42,1,102099,F,52
1590,4,55,1,101799,M,54
1591,4,55,1,102199,F,46
1592,2,38,1,101799,M,53
1593,4,99,-413,101699,M,38
1594,1,44,1,101799,M,40
1595,4,99,"-3129866,67",102099,M,36
1596,1,42,1,101799,F,60
1597,4,44,1,101699,F,84
1598,6,40,1,101799,F,60
1599,4,99,-12,102299,M,68
1600,4,52,1,101799,M,56
1601,4,99,-4,101799,F,26
1602,4,54,1,102099,M,86
1603,4,38,1,101799,M,86
1604,4,16,1,101799,M,25
1605,4,42,1,101799,F,44
1606,6,13,1,101799,F,49
1607,6,54,1,101799,M,61
1608,4,52,1,102099,F,31
1609,1,13,1,101799,F,24
1610,4,55,1,101799,F,84
1611,4,42,"18427,03",102099,M,53
1612,6,52,1,101799,M,50
1613,4,49,1,102099,M,72
1614,4,52,1,102199,F,83
1615,4,99,-1,101799,M,23
1616,4,42,2,102299,F,23
1617,4,99,-1,101799,F,37
1618,4,99,-2,102099,M,67
1619,4,40,1,102099,M,51
1620,4,54,2,102199,F,56
1621,6,40,1,101799,M,35
1622,1,38,1,101799,F,72
1623,4,42,2,102099,F,29
1624,4,54,1,101799,F,28
1625,6,55,1,101799,F,34
1626,2,42,1,101799,F,27
1627,1,38,1,101799,F,40
1628,2,13,1,101799,F,62
1629,4,99,-2,102299,F,33
1630,2,38,1,101799,M,67
1631,1,38,1,101799,F,81
1632,4,99,-1,101799,F,77
1633,4,38,1,101799,F,60
1634,4,13,3,102099,M,56
1635,4,13,7,101799,F,58
1636,4,99,-4,101799,F,81
1637,4,99,-1,102099,M,60
1638,4,52,1,101799,M,34
1639,2,18,1,101799,M,48
1640,4,13,1,101799,M,48
1641,4,44,1,101799,F,44
1642,6,55,1,101799,F,42
1643,4,67,1,102199,M,65
1644,4,42,1,101799,M,44
1645,4,52,1,101799,M,60
1646,4,52,1,101799,M,71
1647,1,38,1,101799,F,67
1648,4,99,-1,101799,F,85
1649,4,70,1,101699,F,55
1650,6,55,2,101799,M,34
1651,6,16,1,101799,M,62
1652,4,18,1,101799,F,35
1653,4,99,-1,101799,M,52
1654,4,44,1,101799,F,35
1655,4,18,10,102299,M,51
1656,4,55,1,101799,F,52
1657,2,42,1,101799,M,62
1658,4,18,1,101799,F,34
1659,4,99,-4,102299,M,68
1660,2,52,1,101799,F,35
1661,4,99,"-59200,46",102299,M,23
1662,4,44,2,101799,M,30
1663,4,52,2,101799,F,72
1664,2,44,1,101799,F,25
1665,1,16,1,101799,F,80
1666,4,49,1,102099,M,61
1667,2,18,1,101799,F,64
1668,1,70,1,101799,M,69
1669,1,54,1,101799,M,25
1670,2,42,8750,101799,M,28
1671,4,52,1,101799,M,56
1672,4,99,-1,101799,M,65
1673,4,44,2,102199,F,44
1674,4,18,1,101799,M,26
1675,4,70,1,102199,M,85
1676,4,99,-7,102099,M,76
1677,4,99,-1,101799,F,59
1678,4,42,2,101799,M,81
1679,6,44,1,102199,M,38
1680,4,70,1,102199,M,28
1681,2,55,1,101799,F,50
1682,2,18,1,101799,M,29
1683,4,40,1,101799,M,61
1684,4,38,1,102199,F,48
1685,1,38,1,101799,F,60
1686,2,54,1,101799,F,84
1687,4,42,3,102299,M,57
1688,4,40,2,102099,M,42
1689,6,40,1,101799,M,28
1690,4,42,1,102099,M,34
1691,1,40,1,101799,F,74
1692,4,99,-2,101799,F,38
1693,2,18,1,101799,M,29
1694,4,52,5,102299,M,77
1695,4,52,1,102099,F,71
1696,4,42,1,102099,M,38
1697,2,54,1,101799,F,24
1698,4,16,1,102199,F,63
1699,4,18,1,101799,F,28
1700,4,52,2,101799,M,77
1701,4,42,1,101799,M,23
1702,6,16,1,101799,M,60
1703,6,16,2,101799,M,36
1704,6,42,1,102199,F,52
1705,4,13,2,101799,M,61
1706,4,54,2,102099,F,66
1707,4,99,-2,101799,F,29
1708,2,52,1,101799,M,61
1709,4,99,-4,102299,F,60
1710,1,42,1,101799,F,55
1711,2,18,1,101799,M,81
1712,1,42,1,101799,M,86
1713,4,54,1,101799,F,70
1714,4,40,1,101799,F,84
1715,2,54,1,101799,M,74
1716,1,40,1,101799,F,86
1717,4,40,2,102299,F,67
1718,1,52,1,101799,F,40
1719,4,40,1,102199,M,55
1720,4,52,1,101799,M,48
1721,1,70,1,101799,F,33
1722,4,52,1,101799,F,41
1723,1,16,1,101799,M,58
1724,4,99,-1,102099,F,51
1725,6,13,1,101799,F,58
1726,2,40,1,101799,M,80
1727,2,13,1,101799,F,32
1728,4,52,"22033,33",101799,F,28
1729,4,18,1,102099,M,32
1730,4,13,"-1729,91",101699,F,35
1731,1,42,1,101799,F,76
1732,1,38,1,101799,F,66
1733,6,38,1,101799,M,83
1734,2,42,1,101799,M,64
1735,4,16,1,101799,F,77
1736,2,55,6,102199,M,33
1737,1,38,1,102199,M,42
1738,4,40,1,101799,M,41
1739,4,99,-2,101799,M,48
1740,4,44,"8217,78",101799,M,49
1741,4,55,1,102099,M,23
1742,1,42,1,101799,M,39
1743,4,42,4,102099,M,32
1744,4,99,-1,101799,F,24
1745,4,99,-1,101799,F,33
1746,4,99,-1,101799,M,48
1747,1,52,1,101799,M,64
1748,1,54,2,101799,M,58
1749,1,54,1,102199,M,85
1750,4,16,2,101799,F,28
1751,4,16,1,101799,F,64
1752,4,44,1,101799,F,38
1753,1,18,2,101799,M,59
1754,4,99,-1,101799,M,30
1755,4,44,1,101799,F,32
1756,4,40,1,102199,F,70
1757,4,54,1,102099,F,24
1758,4,99,-1,102099,M,31
1759,2,40,1,101799,F,51
1760,1,38,1,101799,F,54
1761,4,44,1,101799,F,86
1762,4,44,1,101799,M,56
1763,4,13,1,102199,F,66
1764,4,40,1,102299,M,51
1765,4,42,1,102099,M,57
1766,4,54,4,101799,F,80
1767,4,52,1,102299,F,86
1768,4,54,1,101799,M,45
1769,4,52,2,101799,M,38
1770,6,44,1,101799,M,29
1771,1,18,1,101799,M,40
1772,1,18,1,101799,M,81
1773,2,38,1,101799,M,62
